title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,publisher_cleaned,release_date,ISBN_13
Optimization for Data Analysis,"Stephen J. Wright, Benjamin Recht",49.99,238,5,3,100%,0%,0%,0%,0%,6.25 x 0.75 x 9.25 inches,15.9 ounces,English,"Cambridge University Press; New edition (April 28, 2022)",Cambridge University Press; New edition,"April 28, 2022",978-1316518984
"Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling, visualization, digital storytelling, and more, 2nd Edition","Devin Knight, Mitchell Pearson, Mitchell Pearson",28.49,296,4.3,157,59%,23%,13%,4%,2%,7.5 x 0.67 x 9.25 inches,1.13 pounds,English,"Packt Publishing; 2nd ed. edition (October 30, 2020)",Packt Publishing; 2nd ed. edition,"October 30, 2020",978-1800561571
Mastering PyTorch: Build powerful neural network architectures using advanced PyTorch 1.x features,"Ashish Ranjan Jha, Dr. Gopinath Pillai",39.99,450,4.4,24,61%,24%,7%,8%,0%,7.5 x 1.02 x 9.25 inches,1.69 pounds,English,"Packt Publishing (February 12, 2021)",Packt Publishing,"February 12, 2021",978-1789614381
Using Data to Focus Instructional Improvement,"Cheryl James-Ward, Douglas Fisher, Nancy Frey, Diane Lapp",20.13,134,4.6,78,77%,15%,5%,0%,2%,7.9 x 0.3 x 9.8 inches,10.4 ounces,English,"ASCD; 1.7.2013 edition (February 6, 2013)",ASCD; 1.7.2013 edition,"February 6, 2013",978-1416614845
"Azure Data Engineering Cookbook: Get well versed in various data engineering techniques in Azure using this recipe-based guide, 2nd Edition","Nagaraj Venkatesan, Ahmad Osama",49.99,608,5,6,100%,0%,0%,0%,0%,7.5 x 1.37 x 9.25 inches,2.27 pounds,English,"Packt Publishing; 2nd ed. edition (September 26, 2022)",Packt Publishing; 2nd ed. edition,"September 26, 2022",978-1803246789
Communicating with Data Visualisation: A Practical Guide,"Adam Frost, Tobias Sturt, Jim Kynvin, Sergio Gallardo",54.15,368,4.4,3,38%,62%,0%,0%,0%,7.25 x 0.75 x 9.5 inches,1.76 pounds,English,"SAGE Publications Ltd; 1st edition (March 1, 2022)",SAGE Publications Ltd; 1st edition,"March 1, 2022",978-1529743777
"Pandas 1.x Cookbook: Practical recipes for scientific computing, time series analysis, and exploratory data analysis using Python, 2nd Edition","Matt Harrison, Theodore Petrou",39.99,626,4.3,89,63%,16%,16%,6%,0%,7.5 x 1.41 x 9.25 inches,2.34 pounds,English,"Packt Publishing (February 27, 2020)",Packt Publishing,"February 27, 2020",978-1839213106
The Data Vault Guru: a pragmatic guide on building a data vault,Mr Patrick Cuba,61.25,676,4.1,13,57%,23%,10%,10%,0%,8 x 1.59 x 10 inches,3.43 pounds,English,"Independently published (October 6, 2020)",Independently published,"October 6, 2020",979-8691308086
Hands-On Network Forensics: Investigate network attacks and find evidence using common network forensic tools,Nipun Jaswal,40.84,358,4.4,40,62%,26%,8%,3%,0%,7.5 x 0.81 x 9.25 inches,1.36 pounds,English,"Packt Publishing (March 30, 2019)",Packt Publishing,"March 30, 2019",978-1789344523
Azure Synapse Analytics Cookbook: Implement a limitless analytical platform using effective recipes for Azure Synapse,"Gaurav Agarwal, Meenakshi Muralidharan",41.99,238,4.4,10,85%,15%,0%,0%,0%,7.5 x 0.54 x 9.25 inches,14.7 ounces,English,"Packt Publishing (April 29, 2022)",Packt Publishing,"April 29, 2022",978-1803231501
Learn Power BI: A beginner's guide to developing interactive business intelligence solutions using Microsoft Power BI,Greg Deckler,41.99,362,4,40,51%,23%,9%,9%,8%,7.5 x 0.82 x 9.25 inches,1.37 pounds,English,"Packt Publishing (September 13, 2019)",Packt Publishing,"September 13, 2019",978-1838644482
Interactive Dashboards and Data Apps with Plotly and Dash: Harness the power of a fully fledged frontend web framework in Python – no JavaScript required,Elias Dabbas,40.71,Expand your app by creating dynamic  that generate content based on URLs,4.4,41,60%,26%,7%,4%,4%,7.5 x 0.82 x 9.25 inches,1.38 pounds,English,"Packt Publishing (May 21, 2021)",Packt Publishing,"May 21, 2021",978-1800568914
Advanced Algorithms and Data Structures,Marcello La Rocca,45.99,768,4.2,22,63%,22%,8%,8%,0%,7.38 x 1.5 x 9.25 inches,3.05 pounds,English,"Manning (June 29, 2021)",Manning,"June 29, 2021",978-1617295485
Python for Data Analysts and Scientists: Jump start your career in Data Analysis and Data Science Field,Kousik Roy,40,251,4.5,2,50%,50%,0%,0%,0%,8.5 x 0.59 x 11 inches,1.62 pounds,English,"Independently published (November 7, 2022)",Independently published,"November 7, 2022",979-8849229553
Python and Algorithmic Thinking for the Complete Beginner (2nd Edition): Learn to Think Like a Programmer,Aristides S Bouras,48.98,688,4.5,92,72%,16%,6%,2%,5%,8 x 1.55 x 10 inches,2.96 pounds,English,"Independently published (June 16, 2019)",Independently published,"June 16, 2019",978-1099184871
Extreme DAX: Take your Power BI and Microsoft data analytics skills to the next level,"Michiel Rozema, Henk Vlootman",46.99,470,4.7,56,83%,12%,4%,0%,0%,7.5 x 1.06 x 9.25 inches,1.77 pounds,English,"Packt Publishing (January 20, 2022)",Packt Publishing,"January 20, 2022",978-1801078511
Effective Pandas: Patterns for Data Manipulation (Treading on Python),Matt Harrison,32.01,497,4.7,162,82%,10%,5%,2%,2%,7 x 1.17 x 9 inches,1.92 pounds,English,"Independently published (December 8, 2021)",Independently published,"December 8, 2021",979-8772692936
"Investing for Young Adults: How to Earn, Save, Invest, Grow Your Money and Retire Early!",Kris Pearson,11.89,143,5,38,100%,0%,0%,0%,0%,5 x 0.33 x 8 inches,5.3 ounces,English,"Canyon Press (October 30, 2022)",Canyon Press,"October 30, 2022",978-1957590325
"Data Analysis for Business, Economics, and Policy","Gábor Békés, Gábor Kézdi",67.98,738,4.3,30,67%,12%,12%,5%,5%,7.5 x 1.74 x 9.25 inches,3.51 pounds,English,"Cambridge University Press (May 6, 2021)",Cambridge University Press,"May 6, 2021",978-1108716208
Microsoft Excel Data Analysis and Business Modeling (Office 2021 and Microsoft 365) (Business Skills),Wayne Winston,34.87,1168,4.7,62,77%,16%,3%,4%,0%,7.4 x 2.3 x 9.1 inches,4.12 pounds,English,"Microsoft Press; 7th edition (December 16, 2021)",Microsoft Press; 7th edition,"December 16, 2021",978-0137613663
"Python for Data Analysis: Data Wrangling with pandas, NumPy, and Jupyter",Wes McKinney,37,579,4.4,34,73%,10%,7%,7%,4%,7 x 1.5 x 9 inches,2.07 pounds,English,"O'Reilly Media; 3rd edition (September 20, 2022)",O'Reilly Media; 3rd edition,"September 20, 2022",978-1098104030
Data Analysis for Social Science: A Friendly and Practical Introduction,"Elena Llaudet, Kosuke Imai",39.95,256,5,1,100%,0%,0%,0%,0%,8 x 0.9 x 9.9 inches,1.35 pounds,English,"Princeton University Press (November 29, 2022)",Princeton University Press,"November 29, 2022",978-0691199436
Scalable Data Architecture with Java: Build efficient enterprise-grade data architecting solutions using Java,Sinchan Banerjee,44.99,382,5,1,100%,0%,0%,0%,0%,7.5 x 0.87 x 9.25 inches,1.44 pounds,English,"Packt Publishing (September 30, 2022)",Packt Publishing,"September 30, 2022",978-1801073080
Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),"Jiawei Han, Jian Pei, Hanghang Tong",89.95,752,4.1,49,57%,23%,8%,11%,0%,9.17 x 1.42 x 7.6 inches,2.56 pounds,English,"Morgan Kaufmann; 4th edition (October 17, 2022)",Morgan Kaufmann; 4th edition,"October 17, 2022",978-0128117606
Data Literacy in Practice: A complete guide to data literacy and making smarter decisions with data through intelligent actions,"Angelika Klidas, Kevin Hanegan",54.44,396,5,2,100%,0%,0%,0%,0%,7.5 x 0.9 x 9.25 inches,1.5 pounds,English,"Packt Publishing (November 30, 2022)",Packt Publishing,"November 30, 2022",978-1803246758
Python Distilled (Developer's Library),David Beazley,36.46,352,4.6,115,79%,9%,7%,1%,3%,6.9 x 0.8 x 9 inches,1.28 pounds,English,"Pearson; 1st edition (September 22, 2021)",Pearson; 1st edition,"September 22, 2021",978-0134173276
Python All-in-One For Dummies (For Dummies (Computer/Tech)),"John C. Shovic, Alan Simpson",29.99,720,4.6,243,73%,16%,7%,1%,3%,7.4 x 1.6 x 9.1 inches,2.11 pounds,English,"For Dummies; 2nd edition (April 9, 2021)",For Dummies; 2nd edition,"April 9, 2021",978-1119787600
Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,Al Sweigart,30.22,384,4.7,259,79%,16%,3%,2%,0%,7 x 0.94 x 9.25 inches,1.6 pounds,English,"No Starch Press (December 16, 2020)",No Starch Press,"December 16, 2020",978-1593279660
Python Programming for Beginners: The Most Comprehensive Programming Guide to Become a Python Expert from Scratch in No Time. Includes Hands-On Exercises,Cory Reed,18.51,121,4.7,249,89%,2%,1%,1%,6%,8.5 x 0.28 x 11 inches,11.7 ounces,English,"Independently published (September 22, 2022)",Independently published,"September 22, 2022",979-8354101856
Introducing Python: Modern Computing in Simple Packages,Bill Lubanovic,24.49,630,4.7,363,81%,12%,4%,1%,2%,6.93 x 1.34 x 9.06 inches,2.35 pounds,English,"O'Reilly Media; 2nd edition (December 3, 2019)",O'Reilly Media; 2nd edition,"December 3, 2019",978-1492051367
"Black Hat Python, 2nd Edition: Python Programming for Hackers and Pentesters","Justin Seitz, Tim Arnold",40.49,216,4.7,406,81%,12%,5%,1%,2%,7 x 0.53 x 9.25 inches,14.4 ounces,English,"No Starch Press; 2nd edition (April 14, 2021)",No Starch Press; 2nd edition,"April 14, 2021",978-1718501126
"Python for Kids, 2nd Edition: A Playful Introduction to Programming",Jason R. Briggs,33.61,368,5,1,100%,0%,0%,0%,0%,7 x 0.99 x 9.25 inches,13 ounces,English,"No Starch Press; 2nd edition (November 15, 2022)",No Starch Press; 2nd edition,"November 15, 2022",978-1718503021
Python for Tweens and Teens - 2nd Edition (Full Color Version): Learn Computational and Algorithmic Thinking,Aristides Bouras,47.7,360,4.5,61,70%,19%,6%,3%,3%,8.5 x 0.85 x 11 inches,2.26 pounds,English,"Independently published (February 28, 2022)",Independently published,"February 28, 2022",979-8494183804
Python 3: The Comprehensive Guide to Hands-On Python Programming,"Johannes Ernesti, Peter Kaiser",55.48,"1,000",4.3,9,71%,14%,14%,0%,0%,7.01 x 2.06 x 9.99 inches,3.94 pounds,English,"Rheinwerk Computing; First edition (September 28, 2022)",Rheinwerk Computing; First edition,"September 28, 2022",978-1493223022
The Book of Dash: Build Dashboards with Python and Plotly,"Adam Schroeder, Christian Mayer, Ann Marie Ward",34.49,224,4,1,0%,100%,0%,0%,0%,6.89 x 0.57 x 9.06 inches,13 ounces,English,"No Starch Press (October 25, 2022)",No Starch Press,"October 25, 2022",978-1718502222
"Invent Your Own Computer Games with Python, 4th Edition",Al Sweigart,20.49,376,4.7,442,80%,13%,6%,1%,1%,7 x 0.88 x 9.25 inches,1.36 pounds,English,"No Starch Press; 4th edition (December 16, 2016)",No Starch Press; 4th edition,"December 16, 2016",978-1593277956
"Python Crash Course, 3rd Edition",Eric Matthes,40.49,552,4.8,1032,85%,10%,2%,1%,1%,7 x 1.25 x 9.19 inches,13 ounces,English,"No Starch Press; 3rd edition (January 10, 2023)",No Starch Press; 3rd edition,"January 10, 2023",978-1718502703
"Python Architecture Patterns: Master API design, event-driven structures, and package management in Python",Jaime Buelta,41.99,594,4.3,23,72%,6%,7%,7%,7%,7.5 x 1.34 x 9.25 inches,2.22 pounds,English,"Packt Publishing (January 12, 2022)",Packt Publishing,"January 12, 2022",978-1801819992
Python: - The Bible- 3 Manuscripts in 1 book: -Python Programming For Beginners -Python Programming For Intermediates -Python Programming for Advanced (Your place to learn Python with ease),Maurice J. Thompson,27.97,375,4.3,"4,228",64%,16%,10%,4%,6%,6 x 0.85 x 9 inches,1.11 pounds,English,"Independently published (April 28, 2018)",Independently published,"April 28, 2018",978-1980953906
Introduction to Synthetic Aperture Radar Using Python and MATLAB®,Lee Andrew Harrison,151.59,390,5,1,100%,0%,0%,0%,0%,6 x 1.13 x 9 inches,1.93 pounds,English,"Artech House (August 31, 2022)",Artech House,"August 31, 2022",978-1630818647
An Introduction to Python Programming for Scientists and Engineers,"Johnny Wei-Bing Lin, Hannah Aizenman, Erin Manette Cartas Espinel, Kim Gunnerson, Joanne Liu",78.41,766,1,1,0%,0%,0%,0%,100%,7.5 x 1.25 x 9.5 inches,3.55 pounds,English,"Cambridge University Press; New edition (October 6, 2022)",Cambridge University Press; New edition,"October 6, 2022",978-1108701129
Impractical Python Projects: Playful Programming Activities to Make You Smarter,Lee Vaughan,18.99,424,4.7,297,80%,13%,6%,1%,0%,7.06 x 0.96 x 9.25 inches,1.75 pounds,English,"No Starch Press; Illustrated edition (November 27, 2018)",No Starch Press; Illustrated edition,"November 27, 2018",978-1593278908
"Python Programming Exercises, Gently Explained",Al Sweigart,6.99,160,5,3,100%,0%,0%,0%,0%,7 x 0.37 x 10 inches,13.1 ounces,English,"Independently published (September 30, 2022)",Independently published,"September 30, 2022",979-8355387686
Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"Ted Hart-Davis, Guy Hart-Davis",22.3,304,3,1,100%,0%,0%,0%,0%,7.3 x 0.9 x 9.2 inches,1.35 pounds,English,"Wiley; 1st edition (September 7, 2022)",Wiley; 1st edition,"September 7, 2022",978-1119860259
"The Python Workshop: Write Python code to solve challenging real-world problems, 2nd Edition","Corey Wade, Mario Corchero Jimenez, Andrew Bird",60.03,600,4.5,17,67%,19%,14%,0%,0%,7.5 x 1.41 x 9.25 inches,2.24 pounds,English,"Packt Publishing; 2nd ed. edition (November 18, 2022)",Packt Publishing; 2nd ed. edition,"November 18, 2022",978-1804610619
"Python One-Liners: Write Concise, Eloquent Python Like a Professional",Christian Mayer,39.55,216,4.8,126,82%,14%,2%,2%,0%,7.06 x 0.53 x 9.25 inches,14.4 ounces,English,"No Starch Press; Illustrated edition (June 2, 2020)",No Starch Press; Illustrated edition,"June 2, 2020",978-1718500501
Python for Cybersecurity: Using Python for Cyber Offense and Defense,Howard E. Poston III,23.14,240,4.7,12,89%,11%,0%,0%,0%,7.38 x 0.55 x 9.25 inches,14.4 ounces,English,"Wiley; 1st edition (March 4, 2022)",Wiley; 1st edition,"March 4, 2022",978-1119850649
"Python Cookbook, Third Edition","David Beazley, Brian Jones",51.48,704,4.6,579,78%,14%,4%,2%,2%,7 x 1.41 x 9.19 inches,2.5 pounds,English,"O'Reilly Media; 3rd edition (June 25, 2013)",O'Reilly Media; 3rd edition,"June 25, 2013",978-1449340377
Learn Python 3 the Hard Way: A Very Simple Introduction to the Terrifyingly Beautiful World of Computers and Code (Zed Shaw's Hard Way Series),Zed Shaw,29.99,320,4.4,932,69%,16%,7%,3%,4%,7 x 0.73 x 9.13 inches,1.15 pounds,English,"Addison-Wesley Professional; 1st edition (June 27, 2017)",Addison-Wesley Professional; 1st edition,"June 27, 2017",978-0134692883
Data Visualization in Python,Daniel Nelson,58.11,345,3.3,12,55%,11%,34%,0%,0%,8.5 x 0.81 x 11 inches,2.05 pounds,English,"Independently published (September 15, 2020)",Independently published,"September 15, 2020",979-8582486367
"Quantitative Finance with Python: A Practical Guide to Investment Management, Trading, and Financial Engineering (Chapman and Hall/CRC Financial Mathematics Series)",Chris Kelliher,92.7,659,4.3,5,54%,23%,23%,0%,0%,7.5 x 1.5 x 10.5 inches,3.7 pounds,English,"Chapman and Hall/CRC; 1st edition (May 20, 2022)",Chapman and Hall/CRC; 1st edition,"May 20, 2022",978-1032014432
Python for DevOps: Learn Ruthlessly Effective Automation,"Noah Gift, Kennedy Behrman, Alfredo Deza, Grig Gheorghiu",35.99,506,4.5,236,74%,13%,8%,3%,2%,7.01 x 1.02 x 9.17 inches,1.76 pounds,English,"O'Reilly Media; 1st edition (January 7, 2020)",O'Reilly Media; 1st edition,"January 7, 2020",978-1492057697
Learn Coding Basics in Hours with Python,"The Tech Academy, Jack C. Stanley, Erik D. Gross, Tech Academy",3.99,107,4.5,326,70%,18%,7%,4%,1%,8.5 x 0.25 x 11 inches,10.5 ounces,English,"Jack Stanley (November 17, 2017)",Jack Stanley,"November 17, 2017",978-0997326475
Metaprogramming with Python: A programmer's guide to writing reusable code to build smarter applications,Sulekha AloorRavi,44.99,402,2.9,2,47%,0%,0%,0%,53%,7.5 x 0.91 x 9.25 inches,1.52 pounds,English,"Packt Publishing (September 9, 2022)",Packt Publishing,"September 9, 2022",978-1838554651
Learn Python Programming: A complete Guide to Learning Python basics and it’s Practical Applications in recent Development Technologies,"Anthony Wallit, Fabio Rumolo",13.75,174,4.9,59,91%,9%,0%,0%,0%,6 x 0.4 x 9 inches,11.4 ounces,English,"Independently published (October 26, 2022)",Independently published,"October 26, 2022",979-8360030003
"Django 4 By Example: Build powerful and reliable Python web applications from scratch, 4th Edition","Antonio Mele, Bob Belderbos",49.99,764,4.7,28,80%,12%,9%,0%,0%,7.5 x 1.73 x 9.25 inches,2.84 pounds,English,"Packt Publishing; 4th ed. edition (August 29, 2022)",Packt Publishing; 4th ed. edition,"August 29, 2022",978-1801813051
Artificial Intelligence Programming with Python: From Zero to Hero,Perry Xiao,28.49,720,5,6,100%,0%,0%,0%,0%,7.38 x 1.63 x 9.25 inches,2.55 pounds,English,"Wiley; 1st edition (March 11, 2022)",Wiley; 1st edition,"March 11, 2022",978-1119820864
High Performance Python: Practical Performant Programming for Humans,"Micha Gorelick, Ian Ozsvald",28.49,468,4.7,146,81%,11%,7%,1%,0%,6.9 x 1.4 x 9.1 inches,2.21 pounds,English,"O'Reilly Media; 2nd edition (May 26, 2020)",O'Reilly Media; 2nd edition,"May 26, 2020",978-1492055020
Murach's Python Programming (2nd Edition),"Joel Murach, Michael Urban",48.78,564,4.6,93,81%,7%,6%,2%,4%,8.25 x 1.25 x 10.25 inches,2.5 pounds,English,"Mike Murach & Associates; 2nd edition (May 7, 2021)",Mike Murach & Associates; 2nd edition,"May 7, 2021",978-1943872749
Hands-On Financial Trading with Python: A practical guide to using Zipline and other Python libraries for backtesting trading strategies,"Jiri Pik, Sourav Ghosh",46.99,360,4.4,25,67%,12%,13%,7%,0%,7.5 x 0.82 x 9.25 inches,1.36 pounds,English,"Packt Publishing (April 29, 2021)",Packt Publishing,"April 29, 2021",978-1838982881
"Serious Python: Black-Belt Advice on Deployment, Scalability, Testing, and More",Julien Danjou,29.24,240,4.7,336,79%,13%,5%,1%,1%,7.06 x 0.57 x 9.25 inches,1.15 pounds,English,"No Starch Press; Illustrated edition (December 27, 2018)",No Starch Press; Illustrated edition,"December 27, 2018",978-1593278786
"Ball Pythons as Pets - Your Complete Owners Guide: Ball Python Breeding, Caring, Where To Buy, Types, Temperament, Cost, Health, Handling, Husbandry, Diet, And Much More!",Jacqueline Silverdale,11.97,56,4.3,210,69%,11%,10%,4%,6%,5.98 x 0.15 x 9.02 inches,4.3 ounces,English,"CreateSpace Independent Publishing Platform (November 16, 2017)",CreateSpace Independent Publishing Platform,"November 16, 2017",978-1979824781
Machine Learning for Financial Risk Management with Python: Algorithms for Modeling Risk,Abdullah Karasan,49.99,334,3.8,8,58%,26%,16%,0%,0%,7 x 0.5 x 9.25 inches,1.17 pounds,English,"O'Reilly Media; 1st edition (December 28, 2021)",O'Reilly Media; 1st edition,"December 28, 2021",978-1492085256
Begin to Code with Python,Rob Miles,27.32,528,4.4,64,64%,22%,8%,2%,4%,7.4 x 1.15 x 8.95 inches,1.85 pounds,English,"Microsoft Press; 1st edition (December 8, 2017)",Microsoft Press; 1st edition,"December 8, 2017",978-1509304523
Python Programming in Context,"Bradley N. Miller, David L. Ranum, Julie Anderson",71.75,498,4.4,48,70%,14%,9%,7%,0%,7.3 x 0.8 x 9.1 inches,1.56 pounds,English,"Jones & Bartlett Learning; 3rd edition (October 15, 2019)",Jones & Bartlett Learning; 3rd edition,"October 15, 2019",978-1284175554
Python Scripting for ArcGIS Pro,Paul A. Zandbergen,50.99,412,4.5,141,71%,17%,8%,3%,1%,8 x 1 x 9.75 inches,2.85 pounds,English,"Esri Press; 2nd edition (July 7, 2020)",Esri Press; 2nd edition,"July 7, 2020",978-1589484993
The Spirit of Python: Exposing Satan’s Plan to Squeeze the Life Out of You,Jentezen Franklin,16.99,256,4.8,905,88%,8%,3%,1%,1%,6 x 0.64 x 9 inches,11.2 ounces,English,"Charisma House; 8.4.2013 edition (September 3, 2013)",Charisma House; 8.4.2013 edition,"September 3, 2013",978-1621362203
Mission Python: Code a Space Adventure Game!,Sean McManus,29.95,280,4.5,159,70%,19%,6%,3%,3%,7 x 0.76 x 9.25 inches,1.4 pounds,English,"No Starch Press (October 16, 2018)",No Starch Press,"October 16, 2018",978-1593278571
"Python 3 Standard Library by Example, The (Developer's Library)",Doug Hellmann,59.99,1456,4.5,120,74%,14%,6%,4%,3%,7.1 x 2.15 x 9.1 inches,3.95 pounds,English,"Addison-Wesley Professional; 1st edition (June 1, 2017)",Addison-Wesley Professional; 1st edition,"June 1, 2017",978-0134291055
"Python Scripting for ArcGIS (Python Scripting, 1)",Paul A. Zandbergen,59.77,358,4.5,185,70%,16%,9%,2%,4%,10 x 1 x 12 inches,12 ounces,English,"Esri Press; First Edition (February 2, 2015)",Esri Press; First Edition,"February 2, 2015",978-1589483712
"Advanced Python Programming: Accelerate your Python programs using proven techniques and design patterns, 2nd Edition",Quan Nguyen,49.99,606,4.3,14,67%,10%,11%,11%,0%,7.5 x 1.37 x 9.25 inches,2.27 pounds,English,"Packt Publishing; 2nd ed. edition (March 25, 2022)",Packt Publishing; 2nd ed. edition,"March 25, 2022",978-1801814010
100 Days of Code Learning Journal: Notebook for Python programming beginners/learners. Gift for programmer. Progress tracker. Game /Coding Projects.,Corinth Ruiz,7,108,5,1,100%,0%,0%,0%,0%,8.5 x 0.25 x 11 inches,12 ounces,English,"Independently published (November 28, 2021)",Independently published,"November 28, 2021",979-8775112295
"Learn Python Programming: An in-depth introduction to the fundamentals of Python, 3rd Edition","Fabrizio Romano, Heinrich Kruger",37.11,552,4.3,48,55%,29%,9%,4%,4%,7.5 x 1.25 x 9.25 inches,2.07 pounds,English,"Packt Publishing; 3rd ed. edition (October 29, 2021)",Packt Publishing; 3rd ed. edition,"October 29, 2021",978-1801815093
Python for Finance: Mastering Data-Driven Finance,Yves Hilpisch,65.05,720,4.6,268,77%,14%,5%,2%,2%,7 x 1.6 x 9.1 inches,2.27 pounds,English,"O'Reilly Media; 2nd edition (January 8, 2019)",O'Reilly Media; 2nd edition,"January 8, 2019",978-1492024330
Speed Up Your Python with Rust: Optimize Python performance by creating Python pip modules in Rust with PyO3,Maxwell Flitton,41.99,384,4.8,12,78%,22%,0%,0%,0%,7.5 x 0.87 x 9.25 inches,1.46 pounds,English,"Packt Publishing (January 21, 2022)",Packt Publishing,"January 21, 2022",978-1801811446
"Python Flash Cards: Syntax, Concepts, and Examples",Eric Matthes,27.95,101,4.7,406,78%,14%,5%,1%,1%,5.5 x 2 x 7.5 inches,2.25 pounds,English,"No Starch Press; Flc Crds edition (January 15, 2019)",No Starch Press; Flc Crds edition,"January 15, 2019",978-1593278960
"Python for RTL Verification: A complete course in Python, cocotb, and pyuvm",Ray Salemi,44.95,343,4.5,12,77%,11%,12%,0%,0%,8.5 x 0.78 x 11 inches,1.76 pounds,English,"Independently published (September 3, 2022)",Independently published,"September 3, 2022",979-8582338147
Learn to Program with Minecraft: Transform Your World with the Power of Python,Craig Richardson,29.05,336,4.4,303,68%,15%,8%,4%,4%,7.06 x 0.78 x 9.31 inches,1.65 pounds,English,"No Starch Press; 1st edition (December 1, 2015)",No Starch Press; 1st edition,"December 1, 2015",978-1593276706
A Student's Guide to Python for Physical Modeling: Updated Edition,"Jesse M. Kinder, Philip Nelson",4.95,168,4.5,87,72%,16%,6%,3%,2%,8 x 0.5 x 10 inches,15 ounces,English,"Princeton University Press; Revised edition (January 30, 2018)",Princeton University Press; Revised edition,"January 30, 2018",978-0691180571
Mathematical Logic through Python,Gonczarowski Yannai A.,36.5,284,5,6,100%,0%,0%,0%,0%,7 x 0.64 x 10 inches,1.34 pounds,English,"Cambridge University Press; New edition (September 15, 2022)",Cambridge University Press; New edition,"September 15, 2022",978-1108949477
Deep Learning from Scratch: Building with Python from First Principles,Seth Weidman,38.99,252,4.3,84,63%,20%,8%,4%,5%,7 x 0.53 x 9.19 inches,14.4 ounces,English,"O'Reilly Media; 1st edition (October 1, 2019)",O'Reilly Media; 1st edition,"October 1, 2019",978-9352139026
"Practical Python Programming for IoT: Build advanced IoT projects using a Raspberry Pi 4, MQTT, RESTful APIs, WebSockets, and Python 3",Gary Smart,39.99,516,4.5,53,65%,26%,4%,3%,3%,7.5 x 1.17 x 9.25 inches,1.93 pounds,English,"Packt Publishing (November 12, 2020)",Packt Publishing,"November 12, 2020",978-1838982461
Modern Computer Vision with PyTorch: Explore deep learning concepts and implement over 50 real-world image applications,"V Kishore Ayyadevara, Yeshwanth Reddy",48.84,824,4.6,56,81%,11%,3%,6%,0%,7.5 x 1.86 x 9.25 inches,3.06 pounds,English,"Packt Publishing (November 27, 2020)",Packt Publishing,"November 27, 2020",978-1839213472
"Python Feature Engineering Cookbook: Over 70 recipes for creating, engineering, and transforming features to build machine learning models, 2nd Edition",Soledad Galli,61.24,386,5,1,100%,0%,0%,0%,0%,7.5 x 0.87 x 9.25 inches,1.46 pounds,English,"Packt Publishing (October 31, 2022)",Packt Publishing,"October 31, 2022",978-1804611302
Modern Time Series Forecasting with Python: Explore industry-ready time series forecasting using modern machine learning and deep learning,Manu Joseph,44.99,552,5,2,100%,0%,0%,0%,0%,7.5 x 1.25 x 9.25 inches,2.07 pounds,English,"Packt Publishing (November 24, 2022)",Packt Publishing,"November 24, 2022",978-1803246802
The Hitchhiker's Guide to Python: Best Practices for Development,"Kenneth Reitz, Tanya Schlusser",24.99,336,4.4,132,66%,16%,13%,3%,3%,6.9 x 0.77 x 9.1 inches,1.3 pounds,English,"O'Reilly Media; 1st edition (October 18, 2016)",O'Reilly Media; 1st edition,"October 18, 2016",978-1491933176
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,Mark Myers,19.95,236,4.6,"1,068",76%,14%,7%,2%,2%,7 x 0.5 x 10 inches,14.7 ounces,English,"CreateSpace Independent Publishing Platform (August 9, 2017)",CreateSpace Independent Publishing Platform,"August 9, 2017",978-1974431472
"Math for Programmers: 3D graphics, machine learning, and simulations with Python",Paul Orland,40.84,688,4.5,65,72%,13%,8%,3%,5%,7.38 x 1 x 9.25 inches,2.73 pounds,English,"Manning; 1st edition (January 12, 2021)",Manning; 1st edition,"January 12, 2021",978-1617295355
Beginning Programming with Python For Dummies,John Paul Mueller,24.49,416,4.4,279,65%,19%,7%,4%,5%,7.3 x 1 x 9.2 inches,1.59 pounds,English,"For Dummies; 2nd edition (February 13, 2018)",For Dummies; 2nd edition,"February 13, 2018",978-1119457893
"Microsoft Python Certification Exam 98-281 & PCEP – Preparation Guide: Introduction To Programming Using Python, PCEP – Certified Entry Level Python Programmer","Raman Publications, R Raman, Dhyanashri Raman, Archith Raman",19.99,151,3.9,18,59%,13%,15%,13%,0%,8.5 x 0.35 x 11 inches,13 ounces,English,"Independently published (January 14, 2021)",Independently published,"January 14, 2021","979-8589463590"
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,57.49,856,4.8,"3,129",85%,10%,3%,1%,2%,7 x 1.2 x 9.2 inches,2.8 pounds,English,"O'Reilly Media; 2nd edition (October 15, 2019)",O'Reilly Media; 2nd edition,"October 15, 2019",978-1492032649
